Gene,Mean,Dispersion,Dispersion_norm
MAP1A,0.018383221700178632,3.139640859710554,3.7123377
NRN1L,0.0229664877665766,3.136226809014217,3.6926455
FCRL1,0.4659858638700285,2.66463064119975,3.680632
ATP9A,0.03343922102493919,3.1323778938617393,3.670445
GP1BA,0.09333291554347782,3.131361500748064,3.6645825
LINC00984,0.026933511482991758,3.1283022777268643,3.646937
SCN1B,0.029877820351375373,3.127916908359276,3.644714
ACVR1,0.1463047959432395,2.8070162475770566,3.6138659
SPOCD1,0.017541189040216544,3.1225623155185587,3.613829
SDCBP2,0.02953308328907071,3.121080846671513,3.6052837
CHMP6,0.5405894353036045,2.6600156985860317,3.5943568
TAL1,0.017318490428576302,3.114196567344039,3.5655754
CD8B,0.9707253605776123,2.5106714035471107,3.562677
TSC22D1,0.22935208497926976,2.799383365436007,3.5236487
CST3,1.7921395621261118,2.2360165770058744,3.5057185
CCL5,1.6376274169014169,2.353585740305379,3.474467
S100A9,1.7125997568760878,2.2975167206731713,3.4734278
FZD2,0.02821164300142051,3.0949789087705235,3.4547281
SYP,0.032052771934427925,3.0913150489594483,3.433595
HLA-DQA1,1.3153777174841863,2.4272698405187345,3.4247875
CYP27A1,0.14845045440528068,2.7910088613598325,3.4246662
C15orf26,0.027570368637032636,3.0846651849130815,3.3952386
BLK,0.5160744989688044,2.6493499956819253,3.3949637
ESAM,0.06006826012503802,3.081287085174845,3.3757536
NCF1,1.1227710496792869,2.4687442374814177,3.364723
CCDC153,0.02041171245097476,3.071773453471819,3.3208792
PLXNA1,0.030327479036737943,3.0710168692888207,3.3165152
AC068580.6,0.019901621712235532,3.07098437136333,3.3163278
ENKUR,0.03069949573623154,3.068459014314367,3.3017616
MAP3K7CL,0.19306437423048747,2.780202492546628,3.2969398
TGFB1I1,0.039782027892178544,3.0643926747232193,3.278307
HVCN1,0.945105811349029,2.5351566565872012,3.2756722
P2RX5,0.5316468551375885,2.642781108982537,3.2721598
RP11-324I22.4,0.02867705208076486,3.0621999856565916,3.2656596
TPTEP1,0.15257358627527526,2.7770710360994464,3.2599275
BHLHE40-AS1,0.01877621899936761,3.060163009063767,3.2539103
NT5M,0.04214260891556721,3.059264444260949,3.2487273
GZMK,0.9069276359603429,2.533477489126153,3.2351017
CTTN,0.032823290041408014,3.0546456378087146,3.2220862
NPPA-AS1,0.020247224248611854,3.0539993437593296,3.2183583
CD72,0.47893286380684813,2.639900014409996,3.2182982
CLIC4,0.17359768008440576,2.773403464810558,3.2165785
TNFRSF13C,0.16407055154222222,2.77290635817044,3.210703
KIAA0125,0.38405886236803904,2.687966169077907,3.2071664
CTC-454I21.3,0.02639567775251473,3.0519933747176466,3.206788
PCDH9,0.14330325322932458,2.7717805339003707,3.1973963
PARVB,0.47578387088104546,2.6385302964891473,3.1926916
RP11-647K16.1,0.019697662265632087,3.047792985893401,3.1825602
RP11-1055B8.7,0.030235037008674102,3.0474224910232612,3.180423
BEND2,0.017878913386108645,3.045721635957452,3.1706126
RP11-1000B6.3,0.04222437682279637,3.045484307216133,3.1692438
ALOX12,0.0630610326161225,3.04380607096999,3.1595638
CTC-444N24.6,0.020894066893755593,3.0414498385486093,3.145973
CALD1,0.021223484872710537,3.0394923286138624,3.134682
PLEKHF2,0.7545179220567872,2.5583240852037274,3.1345277
SERPINE1,0.016981431709062595,3.038507877455525,3.1290038
FCRLA,0.4609873334506036,2.634967649907999,3.1260889
RP11-162G10.5,0.06471020933809113,3.0378313214269466,3.1251013
EML6,0.04760713802736878,3.036436035852187,3.1170533
PPT2-EGFL8,0.019982980447851274,3.034569166891185,3.1062853
SEC14L5,0.015372630159954567,3.032744334380294,3.0957596
DMTN,0.10753728413730658,3.0327350852569315,3.0957065
FCN1,1.5356149048125511,2.334973924563214,3.082475
PLA2G12A,0.43305038542321594,2.6323682204143846,3.077493
MLH3,0.25843479650517664,2.7610473758277827,3.0705354
PYCR2,0.749863940258873,2.5549750466340146,3.057069
C5AR2,0.02956219234698393,3.025045461875683,3.0513527
RP11-932O9.7,0.026560994905897483,3.0244416772858314,3.0478702
RP11-428G5.5,0.15801811052706016,2.7589334998528594,3.0455503
SNX29P2,0.384211468947364,2.677283843527516,3.0397298
HLA-DRB1,1.9269077976139277,2.1213409482599337,3.0332723
MYH10,0.02665781010003902,3.0218289852033067,3.0328002
STK4,1.2560459429183972,2.411982108833398,3.030841
RP11-420A6.2,0.020441105944071412,3.0198193653761107,3.0212085
LINC00957,0.030917135749613005,3.0157897560024622,2.9979658
ZNF615,0.06752723513711621,3.0155478166544443,2.9965703
HIST1H2BJ,0.0849169062721621,3.015157588737334,2.9943194
NCOA4,0.9795015631163931,2.4870833505157597,2.988044
TYROBP,1.7837314351599856,2.2049286219754745,2.9860263
PRKAR2B,0.0370418210108021,3.013331836525351,2.9837887
HLA-DOB,0.482763434024887,2.6270157773689995,2.97743
RP11-178L8.7,0.02072171859801967,3.0112493572698686,2.971777
SUOX,0.024909195995682327,3.0111455955717705,2.9711783
WDR11-AS1,0.017178394013193266,3.0090835840613037,2.9592848
S100A12,0.5374992816423705,2.624904280423582,2.937956
PHRF1,0.18065858271890312,2.7496572581516223,2.9359095
TMEM91,0.315539733308694,2.669666415703521,2.920333
LNP1,0.02478574903969813,3.0006680958889937,2.9107442
C12orf39,0.027850551444227944,3.0002005687312012,2.9080477
BTBD7,0.23885969072983976,2.7455647072538363,2.8875375
RP11-77H9.2,0.022114254364996828,2.9966063942171455,2.8873165
ELANE,0.03570088780450437,2.9948835515029075,2.8773792
RP11-5C23.1,0.067226562235128,2.9941011339891146,2.8728662
ACOT4,0.1649388278512424,2.74387798964033,2.8676014
POU2AF1,0.29595082259809896,2.666052188901332,2.8636827
CCDC163P,0.022083091177110856,2.9909596177214204,2.8547459
HLA-DMA,1.441768673649461,2.351439741880444,2.8467116
PAX5,0.16802062698273648,2.741829271837176,2.8433864
RP5-821D11.7,0.16255872392102932,2.741072158335083,2.8344376
RP11-977G19.12,0.018582753737447232,2.985496870155074,2.823237
ZNF653,0.03981597841660628,2.9854325698475277,2.822866
HIST1H2AE,0.09326483611277418,2.984790117400108,2.8191602
JUND,1.0590604026323351,2.4801225757000362,2.8184714
RP11-159H10.3,0.020165122082255002,2.983135393334052,2.8096159
C1orf198,0.04046987542440847,2.9819870086630385,2.802992
SIDT1,0.2932809898797933,2.6621308432042325,2.802219
GRAP,0.34570695615760894,2.6617955609291823,2.7969637
AC092295.7,0.06700939953222942,2.978771292327421,2.7844439
GZMA,1.2487160997331064,2.402391851173055,2.7837117
RP11-252A24.3,0.030611629973933272,2.975746966263548,2.7669995
ITPR1,0.2372502106120715,2.7351575485980097,2.7645297
CDKN2D,1.2845393701944836,2.401464809731841,2.7598228
C6orf25,0.09942737548381635,2.974293234072352,2.7586143
CCR7,1.2486557969625836,2.401365356881012,2.75726
PRPSAP2,0.6405999845107696,2.5827048659983736,2.7555509
EBLN2,0.16080877456052992,2.733709153937934,2.7474105
LRRC8D,0.32794933039227053,2.6583492669793203,2.742946
SNN,0.572479364558018,2.581923771233735,2.7395277
ZNF841,0.04439969091810041,2.969753574546607,2.7324297
ADAM28,0.368980925070439,2.65690427559773,2.7202969
FCAR,0.07279520826063854,2.9665385975418106,2.7138858
CLECL1,0.016438737679771876,2.9655109881085564,2.7079585
GAPT,0.5641330490477043,2.5803186480560205,2.7066007
HLA-DRA,2.1206325660101486,1.989739304787735,2.7026303
VIL1,0.022285528830865375,2.9638188713961533,2.6981983
SMTN,0.025180691615074496,2.963312652435873,2.6952784
MEIS1,0.017582915387982706,2.9632712656987574,2.6950397
PPP1R14A,0.2581857519844698,2.728200140734182,2.6822965
C1orf186,0.024803691006306052,2.960111062211163,2.6768117
MARCH2,0.48214129789012977,2.610885810112375,2.6758838
ZNF256,0.06686105506951437,2.9598345877026873,2.6752172
BLOC1S6,0.5645566416911464,2.5784803159310923,2.6688898
C19orf33,0.04745481447789826,2.958658902196044,2.6684358
MT-ND1,2.6096404290247577,0.6822797363616153,2.6645405
NT5E,0.1577370552764962,2.7263038152077526,2.6598828
HP,0.04630872448059582,2.9564354787308056,2.655611
ZNF594,0.030645954620319164,2.9560206941960177,2.6532185
PFN1,2.6047678526219022,0.6810709531790573,2.653148
NUDT12,0.019534510271901215,2.9558576054166683,2.652278
ILK,0.8285905064057492,2.509115132405046,2.6464794
KRTAP5-AS1,0.017723555017752607,2.953402813121215,2.6381187
FAM209A,0.016247507560653796,2.9533525289816853,2.6378286
ZGLP1,0.1548493733442362,2.7241747225515947,2.634718
PTPRA,0.5928578903803076,2.576776091892995,2.63393
LRRC24,0.017614281645087652,2.9521558477209853,2.6309261
FCHSD1,0.14367589259598731,2.7232678292220007,2.6239989
CLK4,0.46219845645826935,2.607314422875045,2.6091175
FAIM3,1.27995101630899,2.3954472224893526,2.6047568
ARHGAP18,0.1694169477583973,2.720703197991114,2.593686
GNG7,0.5261837566426026,2.6064388086449766,2.592748
CD200,0.22016944950943168,2.720235597001212,2.5881593
PLEKHA2,0.32524857991178535,2.647262746089314,2.5691738
IFT81,0.02305121315136716,2.941197653082055,2.5677195
RP1-266L20.2,0.02424919136610758,2.9409296390705366,2.5661736
GPX1,1.8230172800002469,2.179812722608467,2.5661678
CA6,0.026284349886436898,2.94075891447155,2.565189
PBLD,0.037114088383130815,2.9400738201355368,2.561237
ZNF433,0.017127390994696106,2.939763659804844,2.5594482
ATP2A3,0.5880435211723986,2.5731347661005644,2.5592332
ARHGAP11A,0.02666985262227476,2.9396331310059405,2.5586953
